incident_number,call_type,call_type_group,call_time,Street,call_origin,mental_health,drug_related,dv_related,alcohol_related,Area,AreaName,Latitude,Longitude,WARD,DISTRICT,type_level
19BU019377,Suspicious Event,Public Service,9/3/19 13:31,College St,Phone,0,0,0,0,D,Downtown,44.47843648,-73.21533627,3,Central,Type 1
19BU019378,Found/Lost Property,Public Service,9/3/19 13:34,Aiport Dr,Phone,0,1,0,0,Airport,NA,44.46864246,-73.15607782,NA,NA,Type 1
19BU019379,Assist - Agency,Assist,9/3/19 13:36,Pine St/Electric Ave,Phone,0,0,0,1,E,SouthEnd,44.46171001,-73.21627455,5,South,Type 2
19BU019380,Crash - Property damage only,Motor Vehicle,9/3/19 13:38,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.47808839,-73.19469222,1,East,NA
19BU019381,Community Outreach,Public Service,9/3/19 13:52,North Ave,Phone,0,0,1,0,B,OldNorthEnd,44.48277838,-73.22135271,3,Central,Type 1
19BU019382,Assist – Motorist,Motor Vehicle,9/3/19 13:55,I189 / Rt 7,Officer/Radio,0,0,0,0,NA,NA,44.41804286,-73.21063847,NA,NA,NA
19BU019383,Assist - Agency,Assist,9/3/19 13:56,Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49730659,-73.23466064,4,North,Type 2
19BU019384,Roadway Hazard,Motor Vehicle,9/3/19 14:12,Pine St/Sears Ln,Officer/Radio,0,0,0,0,E,SouthEnd,44.45959912,-73.21478884,5,South,Type 2
19BU019385,Crash - Property damage only,Motor Vehicle,9/3/19 14:13,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47425466,-73.20894923,6,South,NA
19BU019386,Found/Lost Property,Public Service,9/3/19 14:29,Brookes Avenue,Phone,0,0,0,0,C,UniversityHillSection,44.48260458,-73.20240491,1,East,Type 1
19BU019387,Intoxication,Quality of Life,9/3/19 14:43,Bank St,Phone,0,0,0,1,D,Downtown,44.47667825,-73.21307109,3,Central,Type 1
19BU019388,Crash - Property damage only,Motor Vehicle,9/3/19 14:53,S Prospect St,Phone,0,0,0,0,C,UniversityHillSection,44.47826206,-73.20115254,1,East,NA
19BU019389,Found/Lost Property,Public Service,9/3/19 14:57,Main St,Phone,0,0,0,0,D,Downtown,44.47419094,-73.21057556,6,South,Type 1
19BU019390,Welfare Check,Public Service,9/3/19 15:17,North St,Phone,0,0,0,1,B,OldNorthEnd,44.4833221,-73.21327567,2,Central,Type 2
19BU019391,Assist - Agency,Assist,9/3/19 15:18,Shelburne Rd,Officer/Radio,0,0,0,0,E,SouthEnd,44.46247472,-73.20915608,5,South,Type 2
19BU019392,Mental Health Issue,Public Service,9/3/19 15:22,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48394103,-73.22056357,3,Central,Type 2
19BU019393,Intoxication,Quality of Life,9/3/19 15:30,S Winooski Ave,Phone,0,0,0,1,D,Downtown,44.47727876,-73.21179527,8,East,Type 1
19BU019394,Welfare Check,Public Service,9/3/19 15:33,Maple St D,Phone,0,0,0,0,E,SouthEnd,44.4754497,-73.21390288,5,South,Type 2
19BU019395,Suspicious Event,Public Service,9/3/19 15:35,Main St/S Winooski Ave,Phone,0,0,0,0,Airport,Downtown,44.47565629,-73.21030108,3,Central,Type 1
19BU019396,Fraud,Financial Crime,9/3/19 15:52,Howard St,Phone,0,0,0,0,E,SouthEnd,44.46665049,-73.2096745,5,South,Type 1
19BU019397,Suspicious Event,Public Service,9/3/19 15:52,Cedar St,Phone,0,0,0,0,B,OldNorthEnd,44.48571017,-73.21568333,3,Central,Type 1
19BU019398,Intoxication,Quality of Life,9/3/19 15:55,Bank St,911,0,0,0,1,D,Downtown,44.47840049,-73.21256084,3,Central,Type 1
19BU019399,Traffic,Motor Vehicle,9/3/19 16:07,North Ave / North St,Phone,0,0,0,0,B,OldNorthEnd,44.48248829,-73.22304878,3,Central,Type 1
19BU019400,Foot Patrol,Public Service,9/3/19 16:13,Marketplace,Phone,0,0,0,0,D,Downtown,44.47802341,-73.21354967,3,Central,Type 1
19BU019401,Foot Patrol,Public Service,9/3/19 16:14,Marketplace,Phone,0,0,0,0,D,Downtown,44.47756696,-73.21474829,3,Central,Type 1
19BU019402,Welfare Check,Public Service,9/3/19 16:44,Pearl St,Phone,0,0,0,0,D,Downtown,44.48090154,-73.21081283,3,Central,Type 2
19BU019403,Crash - Non-Investigated,Motor Vehicle,9/3/19 16:47,S Winooski Ave / King St,Phone,0,0,0,0,D,Downtown,44.47565066,-73.21013939,6,South,NA
19BU019404,Fraud,Financial Crime,9/3/19 17:02,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48351793,-73.22151621,3,Central,Type 1
19BU019405,Disturbance,Quality of Life,9/3/19 17:06,Cherry St,Phone,0,0,0,1,D,Downtown,44.47829261,-73.21606566,3,Central,Type 2
19BU019406,Motor Vehicle Complaint,Motor Vehicle,9/3/19 17:18,Rt 127/Plattsburg Ave,Phone,0,0,0,0,A,NewNorthEnd,44.52333114,-73.25581689,7,North,Type 1
19BU019407,Welfare Check,Public Service,9/3/19 18:18,Cathedral Sq,Phone,0,0,0,1,D,Downtown,44.47933149,-73.21600034,3,Central,Type 2
19BU019408,Intoxication,Quality of Life,9/3/19 18:19,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.47786825,-73.19249071,1,East,Type 1
19BU019409,Crash - Property damage only,Motor Vehicle,9/3/19 18:23,North St,Phone,0,0,0,0,C,UniversityHillSection,44.48308655,-73.20964742,2,Central,NA
19BU019410,Foot Patrol,Public Service,9/3/19 18:29,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.48223192,-73.21809278,3,Central,Type 1
19BU019411,Disturbance,Quality of Life,9/3/19 18:31,Wells St/Ferguson Ave,911,0,0,0,0,E,SouthEnd,44.45611854,-73.21241335,5,South,Type 2
19BU019412,Foot Patrol,Public Service,9/3/19 18:58,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47821298,-73.21201334,3,Central,Type 1
19BU019413,Foot Patrol,Public Service,9/3/19 19:04,Marketplace,Phone,0,0,0,0,D,Downtown,44.4782531,-73.21171713,3,Central,Type 1
19BU019414,Foot Patrol,Public Service,9/3/19 19:15,North St/Lafountain St,Phone,0,0,0,0,B,OldNorthEnd,44.48283563,-73.21341509,3,Central,Type 1
19BU019415,Juvenile Problem,Public Service,9/3/19 19:22,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,2,Central,Type 1
19BU019416,Suspicious Event,Public Service,9/3/19 19:24,North St/Park St,Phone,0,1,0,0,B,OldNorthEnd,44.48490646,-73.22056485,3,Central,Type 1
19BU019417,Disturbance,Quality of Life,9/3/19 19:32,Lake St,Phone,0,0,0,0,D,Downtown,44.48116655,-73.22195999,3,Central,Type 2
19BU019418,Noise,Quality of Life,9/3/19 19:33,Burlington Sq,Phone,0,0,0,0,D,Downtown,44.47895192,-73.21585888,3,Central,Type 1
19BU019419,Suspicious Event,Public Service,9/3/19 20:47,Rose St,Phone,0,0,0,0,B,OldNorthEnd,44.48483164,-73.21829667,3,Central,Type 1
19BU019420,Domestic Disturbance,Domestic,9/3/19 20:47,NA,911,0,0,1,0,E,SouthEnd,NA,NA,6,South,Type 3
19BU019421,DLS,Motor Vehicle,9/3/19 20:59,North St/School St,Phone,0,0,0,0,C,UniversityHillSection,44.48365245,-73.20857277,2,Central,Type 1
19BU019422,Foot Patrol,Public Service,9/3/19 21:18,Marketplace,Phone,0,0,0,0,D,Downtown,44.47898313,-73.21161154,3,Central,Type 1
19BU019423,Traffic,Motor Vehicle,9/3/19 21:23,North Ave / Institute Rd,Phone,0,0,0,0,A,NewNorthEnd,44.49874008,-73.23126515,7,North,Type 1
19BU019424,Noise,Quality of Life,9/3/19 21:29,St Mary St,Phone,0,1,0,0,B,OldNorthEnd,44.48988819,-73.20990969,2,Central,Type 1
19BU019425,Foot Patrol,Public Service,9/3/19 21:30,Marketplace,Phone,0,0,0,0,D,Downtown,44.47639023,-73.21373886,3,Central,Type 1
19BU019426,Disturbance,Quality of Life,9/3/19 21:36,King St/Church St,Phone,0,0,0,0,D,Downtown,44.473478,-73.21257572,6,South,Type 2
19BU019427,Domestic Assault - Felony,Domestic,9/3/19 22:01,NA,911,0,0,1,0,E,SouthEnd,NA,NA,5,South,Type 3
19BU019428,Domestic Disturbance,Domestic,9/3/19 22:03,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU019429,Domestic Disturbance,Domestic,9/3/19 22:31,NA,Phone,0,0,1,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU019430,Traffic,Motor Vehicle,9/3/19 22:32,Riverside Ave/Hillside Ter,Phone,0,0,0,0,C,UniversityHillSection,44.48735346,-73.19916719,1,East,Type 1
19BU019431,Suspicious Event,Public Service,9/3/19 22:44,Church St,Phone,0,0,0,0,D,Downtown,44.47906881,-73.21236392,3,Central,Type 1
19BU019432,Assist - Public,Public Service,9/3/19 22:57,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47772166,-73.21316769,3,Central,Type 1
19BU019433,Intoxication,Quality of Life,9/3/19 23:08,Church St,Phone,0,0,0,0,D,Downtown,44.47607975,-73.21218436,3,Central,Type 1
19BU019434,Intoxication,Quality of Life,9/3/19 23:14,Colchester Ave,Phone,0,0,0,0,C,UniversityHillSection,44.47780406,-73.19326662,1,East,Type 1
19BU019435,Mental Health Issue,Public Service,9/3/19 23:34,N Winoooski Ave,Phone,1,1,0,0,B,OldNorthEnd,44.48337911,-73.21320183,2,Central,Type 2
19BU019436,Alarm,Public Service,9/4/19 0:23,Home Ave,Phone,0,0,0,0,E,SouthEnd,44.45112664,-73.21764941,5,South,Type 2
19BU019437,Assault - Aggravated,Assault,9/4/19 0:36,Rose St / Cedar St,Phone,0,1,0,0,B,OldNorthEnd,44.48520586,-73.21820766,3,Central,Type 3
19BU019438,Alarm,Public Service,9/4/19 0:45,S Prospect St,Phone,0,0,0,0,E,SouthEnd,44.46473247,-73.19543082,6,South,Type 2
19BU019439,Alarm,Public Service,9/4/19 1:08,S Prospect St,Phone,0,0,0,0,E,SouthEnd,44.46591931,-73.19507732,6,South,Type 2
19BU019440,DLS,Motor Vehicle,9/4/19 1:21,Rose St / Cedar St,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48522075,-73.21801449,3,Central,Type 1
19BU019441,Assist - Agency,Assist,9/4/19 1:29,Cedar St,Phone,0,0,0,0,B,OldNorthEnd,44.48614733,-73.21548197,3,Central,Type 2
19BU019442,Suspicious Event,Public Service,9/4/19 1:37,North St,Phone,0,0,0,0,B,OldNorthEnd,44.48328134,-73.21407031,2,Central,Type 1
19BU019443,DUI,Motor Vehicle,9/4/19 3:18,Main St/S Prospect St,911,0,0,0,1,C,UniversityHillSection,44.47815182,-73.20036041,8,East,Type 2
19BU019444,Welfare Check,Public Service,9/4/19 3:18,Sherman St,NA,0,0,0,0,B,OldNorthEnd,44.48411057,-73.2194998,3,Central,Type 2
19BU019445,Mental Health Issue,Public Service,9/4/19 3:33,Cedar St,Phone,1,1,0,0,B,OldNorthEnd,44.48652554,-73.21312281,3,Central,Type 2
19BU019446,Suspicious Event,Public Service,9/4/19 4:41,Battery Park,Officer/Radio,0,1,0,0,B,OldNorthEnd,44.48300141,-73.22184065,3,Central,Type 1
19BU019447,Suspicious Event,Public Service,9/4/19 5:15,Pine St,Phone,0,0,0,0,E,SouthEnd,44.45892019,-73.21247594,5,South,Type 1
19BU019448,Alarm,Public Service,9/4/19 6:11,Lavalley Ln,Phone,0,0,0,0,E,SouthEnd,44.47353621,-73.2181552,5,South,Type 2
19BU019449,Vandalism - graffiti,Property,9/4/19 7:02,Pine St,Phone,0,0,0,0,E,SouthEnd,44.46536508,-73.21538432,5,South,Type 1
19BU019450,Trespass,Other,9/4/19 7:41,Buell St,Phone,0,0,0,0,D,Downtown,44.4782073,-73.20938707,8,East,Type 2
19BU019451,Assist - Public,Public Service,9/4/19 9:06,Church St,Phone,0,0,0,0,D,Downtown,44.47768083,-73.21113966,3,Central,Type 1
19BU019452,Trespass,Other,9/4/19 9:57,Pine St,Phone,0,0,0,0,E,SouthEnd,44.46510012,-73.21493769,5,South,Type 2
19BU019453,911 Hangup,Other,9/4/19 10:06,St Paul St,Phone,0,0,0,0,E,SouthEnd,44.47086973,-73.21448306,6,South,Type 2
19BU019454,TRO/FRO Service,Court Order,9/4/19 10:10,NA,Phone,0,0,0,0,B,OldNorthEnd,NA,NA,3,Central,Type 3
19BU019455,Trespass,Other,9/4/19 10:11,Pine St,Phone,0,0,0,0,E,SouthEnd,44.46780664,-73.21651138,5,South,Type 2
19BU019456,Trespass,Other,9/4/19 10:19,North St,911,0,0,0,0,B,OldNorthEnd,44.48126758,-73.22209187,3,Central,Type 2
19BU019457,Vandalism,Property,9/4/19 10:24,N Champlain St,Phone,0,0,0,0,B,OldNorthEnd,44.48800744,-73.21870546,3,Central,Type 1
19BU019458,Crash - Property damage only,Motor Vehicle,9/4/19 10:41,Riverside Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48595287,-73.19743435,1,East,NA
19BU019459,Suspicious Event,Public Service,9/4/19 10:48,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47694515,-73.21234875,8,East,Type 1
19BU019460,Property Damage,Property,9/4/19 10:56,Rose St,Phone,0,0,0,0,B,OldNorthEnd,44.48676571,-73.21462832,3,Central,Type 1
19BU019461,Suspicious Event,Public Service,9/4/19 11:05,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.47961252,-73.22095176,3,Central,Type 1
19BU019462,Mental Health Issue,Public Service,9/4/19 11:08,Loaldo Dr / North Ave,911,1,0,0,0,A,NewNorthEnd,44.51494349,-73.25433216,4,North,Type 2
19BU019463,911 Hangup,Other,9/4/19 11:13,North Ave,911,0,0,0,0,A,NewNorthEnd,44.51226951,-73.25034756,7,North,Type 2
19BU019464,Welfare Check,Public Service,9/4/19 11:44,S Winooski Ave,Phone,0,0,0,1,D,Downtown,44.47817384,-73.21248017,8,East,Type 2
19BU019465,Suspicious Event,Public Service,9/4/19 11:48,Mansfield Ave,Phone,0,0,0,0,C,UniversityHillSection,44.48301938,-73.1984127,1,East,Type 1
19BU019466,Crash - Property damage only,Motor Vehicle,9/4/19 11:50,S Prospect St,Phone,0,0,0,0,C,UniversityHillSection,44.48075236,-73.2022793,1,East,NA
19BU019467,Suspicious Event,Public Service,9/4/19 12:12,Cherry St,911,0,0,1,0,D,Downtown,44.47952424,-73.21311643,3,Central,Type 1
19BU019468,Assist - Public,Public Service,9/4/19 12:15,North Ave,Phone,0,0,1,0,A,NewNorthEnd,44.50494603,-73.24254594,4,North,Type 1
19BU019469,Retail Theft,Property,9/4/19 12:29,North Ave,911,0,0,0,0,A,NewNorthEnd,44.50676327,-73.24406104,4,North,Type 2
19BU019470,Foot Patrol,Public Service,9/4/19 12:30,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47687445,-73.21143606,3,Central,Type 1
19BU019471,Arrest on Warrant,Court Order,9/4/19 12:33,Church St/Main St,Phone,0,0,0,0,D,Downtown,44.47740511,-73.2105649,3,Central,Type 1
19BU019472,Found/Lost Property,Public Service,9/4/19 12:45,S Prospect St,Phone,0,0,0,0,E,SouthEnd,44.4641112,-73.20045857,6,South,Type 1
19BU019473,Found/Lost Property,Public Service,9/4/19 13:08,Shore Rd/Bikepath,Phone,0,0,0,0,A,NewNorthEnd,44.5047247,-73.24866011,4,North,Type 1
19BU019474,Foot Patrol,Public Service,9/4/19 13:18,Marketplace,Phone,0,0,0,0,D,Downtown,44.47622097,-73.21145308,3,Central,Type 1
19BU019475,VIN verification,Motor Vehicle,9/4/19 13:27,Birchcliff Pkwy,Phone,0,0,0,0,E,SouthEnd,44.46102158,-73.214164,5,South,Type 1
19BU019476,Found/Lost Property,Public Service,9/4/19 13:45,Main St,Phone,0,0,0,0,D,Downtown,44.47447817,-73.21018615,3,Central,Type 1
19BU019477,Suspicious Event,Public Service,9/4/19 13:53,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47828313,-73.21029018,8,East,Type 1
19BU019478,Suspicious Event,Public Service,9/4/19 13:53,Rose St / Cedar St,Phone,0,0,0,0,B,OldNorthEnd,44.48453672,-73.21605336,3,Central,Type 1
19BU019479,VIN verification,Motor Vehicle,9/4/19 14:02,North St,Phone,0,0,0,0,C,UniversityHillSection,44.48504117,-73.20052726,1,East,Type 1
19BU019480,Vandalism,Property,9/4/19 14:02,Loomis St,Phone,0,0,0,0,C,UniversityHillSection,44.48161924,-73.20203151,1,East,Type 1
19BU019481,Suspicious Event,Public Service,9/4/19 14:08,Cedar St,Phone,0,0,0,0,B,OldNorthEnd,44.48422535,-73.21516824,3,Central,Type 1
19BU019482,Fraud,Financial Crime,9/4/19 14:09,S Meadow Dr,In Person,0,0,0,0,E,SouthEnd,44.44908156,-73.21170494,5,South,Type 1
19BU019483,Motor Vehicle Complaint,Motor Vehicle,9/4/19 14:17,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.5105072,-73.25318361,4,North,Type 1
19BU019484,Suspicious Event,Public Service,9/4/19 14:19,College St,911,0,0,0,0,D,Downtown,44.47760253,-73.21103416,8,East,Type 1
19BU019485,Assist - Public,Public Service,9/4/19 14:22,Church St,Phone,0,0,0,0,D,Downtown,44.47913988,-73.21081048,3,Central,Type 1
19BU019486,Assist - Public,Public Service,9/4/19 14:23,Church St,Phone,0,0,0,0,D,Downtown,44.47951024,-73.21198627,3,Central,Type 1
19BU019487,Retail Theft,Property,9/4/19 14:26,College St,Phone,0,0,0,0,D,Downtown,44.47811947,-73.21022586,3,Central,Type 2
19BU019488,Background Investigation,Administrative,9/4/19 14:32,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48357799,-73.21966028,3,Central,Type 1
19BU019489,Background Investigation,Administrative,9/4/19 14:37,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48242852,-73.22035218,3,Central,Type 1
19BU019490,Background Investigation,Administrative,9/4/19 14:44,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48239372,-73.22294425,3,Central,Type 1
19BU019491,Background Investigation,Administrative,9/4/19 14:48,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.4843259,-73.22045669,3,Central,Type 1
19BU019492,Foot Patrol,Public Service,9/4/19 14:57,S Winooski Ave / Buell St,Phone,0,0,0,0,D,Downtown,44.47705333,-73.21027115,8,East,Type 1
19BU019493,Alarm,Public Service,9/4/19 14:58,Holly Ln,Phone,0,0,0,0,A,NewNorthEnd,44.506753,-73.25495418,4,North,Type 2
19BU019494,Welfare Check,Public Service,9/4/19 14:58,Birch Ct,Phone,0,0,0,0,A,NewNorthEnd,44.51426183,-73.25048063,7,North,Type 2
19BU019495,Trespass,Other,9/4/19 15:03,Pine St,Phone,0,0,0,0,E,SouthEnd,44.46899538,-73.21621652,5,South,Type 2
19BU019496,Background Investigation,Administrative,9/4/19 15:03,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48319281,-73.21963711,3,Central,Type 1
19BU019497,Welfare Check,Public Service,9/4/19 17:06,Shelburne Rd,Phone,0,0,0,0,E,SouthEnd,44.44850266,-73.21249555,5,South,Type 2
19BU019498,Traffic,Motor Vehicle,9/4/19 15:45,S Winooski Ave / Main St,Phone,0,0,0,0,D,Downtown,44.47761686,-73.20990381,3,Central,Type 1
19BU019499,Assist - Agency,Assist,9/4/19 15:47,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50647253,-73.24110035,7,North,Type 2
19BU019500,Mental Health Issue,Public Service,9/4/19 15:59,Colchester Ave,In Person,1,0,0,0,C,UniversityHillSection,44.48040024,-73.19514768,1,East,Type 2
19BU019501,Juvenile Problem,Public Service,9/4/19 16:10,NA,Phone,0,0,0,0,C,UniversityHillSection,NA,NA,1,East,Type 1
19BU019502,Arrest on Warrant,Court Order,9/4/19 16:15,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.47918382,-73.22109005,3,Central,Type 1
19BU019503,Intoxication,Quality of Life,9/4/19 16:19,Maple St,Phone,0,0,0,1,E,SouthEnd,44.47231811,-73.2149796,5,South,Type 1
19BU019504,Welfare Check,Public Service,9/4/19 16:20,Pearl St,Phone,0,0,0,0,B,OldNorthEnd,44.48026979,-73.21483332,3,Central,Type 2
19BU019505,Trespass,Other,9/4/19 16:21,Pearl St,Phone,0,1,0,0,C,UniversityHillSection,44.48133216,-73.20531305,8,East,Type 2
19BU019506,Welfare Check,Public Service,9/4/19 16:29,North St,Phone,0,0,0,0,B,OldNorthEnd,44.4827269,-73.21941501,3,Central,Type 2
19BU019507,Motor Vehicle Complaint,Motor Vehicle,9/4/19 16:43,Maple St,Phone,0,0,0,0,E,SouthEnd,44.4734972,-73.20746997,6,South,Type 1
19BU019508,TRO/FRO Service,Court Order,9/4/19 16:48,NA,Phone,0,0,1,0,E,SouthEnd,NA,NA,5,South,Type 3
19BU019509,Crash - Property damage only,Motor Vehicle,9/4/19 17:17,Shelburne rd / 189 Bridge,Phone,0,0,0,0,E,SouthEnd,44.4512821,-73.20757813,5,South,NA
19BU019510,Welfare Check,Public Service,9/4/19 17:22,Battery Park,Phone,0,0,0,0,B,OldNorthEnd,44.48213532,-73.21917035,3,Central,Type 2
19BU019511,Juvenile Problem,Public Service,9/4/19 17:33,NA,Phone,0,0,0,0,A,NewNorthEnd,NA,NA,4,North,Type 1
19BU019512,911 Hangup,Other,9/4/19 17:49,Starr Farm Rd,911,0,0,0,0,A,NewNorthEnd,44.51438254,-73.26167221,4,North,Type 2
19BU019513,Intoxication,Quality of Life,9/4/19 17:53,Colchester Ave,Phone,0,0,0,1,C,UniversityHillSection,44.48016978,-73.19468393,1,East,Type 1
19BU019514,Foot Patrol,Public Service,9/4/19 18:29,Marketplace,Phone,0,0,0,0,D,Downtown,44.47856037,-73.21174613,3,Central,Type 1
19BU019515,Foot Patrol,Public Service,9/4/19 18:36,Marketplace,Phone,0,0,0,0,D,Downtown,44.47948674,-73.21195821,3,Central,Type 1
19BU019516,Foot Patrol,Public Service,9/4/19 18:38,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47749775,-73.21149296,3,Central,Type 1
19BU019517,Intoxication,Quality of Life,9/4/19 18:47,S Winooski Ave / Bank St,Phone,0,0,0,0,D,Downtown,44.47699026,-73.21144457,8,East,Type 1
19BU019518,Intoxication,Quality of Life,9/4/19 18:58,Main St/S Union St,Phone,0,0,0,1,D,Downtown,44.47713463,-73.20805142,8,East,Type 1
19BU019519,Animal Problem,Animal,9/4/19 19:02,N Winooski Avenue,Phone,0,0,0,0,C,UniversityHillSection,44.4826689,-73.20904496,2,Central,Type 1
19BU019520,Disturbance,Quality of Life,9/4/19 19:35,North Ave,Phone,0,0,0,0,B,OldNorthEnd,44.48322105,-73.22299202,3,Central,Type 2
19BU019521,Assist – Motorist,Motor Vehicle,9/4/19 19:55,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.51531976,-73.25798548,7,North,NA
19BU019522,Larceny - Other,Property,9/4/19 20:20,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47934045,-73.21183475,8,East,Type 1
19BU019523,Disorderly Conduct,Quality of Life,9/4/19 20:26,Pearl St,Phone,0,0,0,0,C,UniversityHillSection,44.48231765,-73.20887643,2,Central,Type 2
19BU019524,Intoxication,Quality of Life,9/4/19 20:33,North Ave,Phone,0,0,0,0,A,NewNorthEnd,44.50362417,-73.23955431,7,North,Type 1
19BU019525,Disorderly Conduct,Quality of Life,9/4/19 21:24,St Paul St,Phone,0,0,0,0,D,Downtown,44.47901094,-73.21239872,3,Central,Type 2
19BU019526,Foot Patrol,Public Service,9/4/19 21:25,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47689474,-73.21246064,3,Central,Type 1
19BU019527,Foot Patrol,Public Service,9/4/19 21:41,Marketplace,Officer/Radio,0,0,0,0,D,Downtown,44.47881963,-73.21335374,3,Central,Type 1
19BU019528,Threats/Harassment,Other,9/4/19 22:16,N Union St,Phone,0,0,0,0,C,UniversityHillSection,44.4826436,-73.20944238,2,Central,Type 2
19BU019529,Suspicious Event,Public Service,9/4/19 22:25,Loomis St,Phone,0,0,0,0,C,UniversityHillSection,44.48230215,-73.20482225,1,East,Type 1
19BU019530,Noise,Quality of Life,9/4/19 22:30,Lawson Ln,Phone,0,0,0,0,D,Downtown,44.47510916,-73.21355738,3,Central,Type 1
19BU019531,Burglary,Property,9/4/19 23:06,College St,911,0,0,0,0,C,UniversityHillSection,44.47682767,-73.20604543,8,East,Type 2
19BU019532,911 Hangup,Other,9/4/19 23:14,Elmwood Ave,911,0,0,0,0,B,OldNorthEnd,44.48238588,-73.21273943,3,Central,Type 2
19BU019533,Assist - Agency,Assist,9/4/19 23:15,North Ave,Officer/Radio,0,0,0,0,B,OldNorthEnd,44.48285452,-73.21925795,3,Central,Type 2
19BU019534,Noise,Quality of Life,9/4/19 23:40,Leddy Park,Phone,0,0,0,0,A,NewNorthEnd,44.50333769,-73.25198988,4,North,Type 1
19BU019535,Welfare Check,Public Service,9/4/19 23:59,Maple St,Phone,0,0,0,0,D,Downtown,44.47366566,-73.21113114,6,South,Type 2
19BU019536,Assist - Agency,Assist,9/5/19 0:07,Pine St,Phone,1,0,0,0,E,SouthEnd,44.46622713,-73.21620929,5,South,Type 2
19BU019537,Assist - Public,Public Service,9/5/19 1:14,S Winooski Ave,Phone,0,0,0,0,D,Downtown,44.47761998,-73.20948938,3,Central,Type 1
